runs_so_far,wickets_fallen,balls_bowled,balls_remaining,overs_completed,current_run_rate,required_run_rate,runs_to_target,target,striker_runs,striker_balls,striker_strike_rate,striker_fours,striker_sixes,bowler_economy,bowler_wickets,bowler_dots,innings_number,over_limit,final_score,match_id,batting_team_id
163,3,91,29,15,10.75,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
167,3,92,28,15,10.89,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
167,3,93,27,15,10.77,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
171,3,94,26,15,10.91,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
171,3,95,25,15,10.8,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
171,3,96,24,16,10.69,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
173,3,97,23,16,10.7,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
175,3,98,22,16,10.71,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
175,3,99,21,16,10.61,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
181,3,100,20,16,10.86,0.0,0,0,51,33,154.55,4,3,11.33,1,6,1,20,213,3,4
184,4,101,19,16,10.93,0.0,0,0,3,4,75.0,0,0,11.33,1,6,1,20,213,3,4
184,4,102,18,17,10.82,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
185,4,103,17,17,10.78,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
188,4,103,17,17,10.95,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
190,4,104,16,17,10.96,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
196,4,105,15,17,11.2,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
202,4,106,14,17,11.43,0.0,0,0,30,14,214.29,3,2,10.0,0,9,1,20,213,3,4
203,4,107,13,17,11.38,0.0,0,0,3,4,75.0,0,0,10.0,0,9,1,20,213,3,4
203,4,108,12,18,11.28,0.0,0,0,30,14,214.29,3,2,12.0,2,3,1,20,213,3,4
203,4,109,11,18,11.17,0.0,0,0,30,14,214.29,3,2,12.0,2,3,1,20,213,3,4
204,4,110,10,18,11.13,0.0,0,0,3,4,75.0,0,0,12.0,2,3,1,20,213,3,4
206,4,111,9,18,11.14,0.0,0,0,3,4,75.0,0,0,12.0,2,3,1,20,213,3,4
207,5,112,8,18,11.09,0.0,0,0,2,2,100.0,0,0,12.0,2,3,1,20,213,3,4
209,5,113,7,18,11.1,0.0,0,0,2,2,100.0,0,0,12.0,2,3,1,20,213,3,4
209,5,114,6,19,11.0,0.0,0,0,30,14,214.29,3,2,11.36,0,5,1,20,213,3,4
213,5,115,5,19,11.11,0.0,0,0,30,14,214.29,3,2,11.36,0,5,1,20,213,3,4
14,0,6,114,1,14.0,10.53,200,214,12,7,171.43,1,0,10.0,2,5,2,20,193,3,5
18,0,7,113,1,15.43,10.41,196,214,12,7,171.43,1,0,10.0,2,5,2,20,193,3,5
21,0,8,112,1,15.75,10.34,193,214,51,29,175.86,7,0,10.0,2,5,2,20,193,3,5
22,0,9,111,1,14.67,10.38,192,214,12,7,171.43,1,0,10.0,2,5,2,20,193,3,5
22,0,10,110,1,13.2,10.47,192,214,12,7,171.43,1,0,10.0,2,5,2,20,193,3,5
23,0,11,109,1,12.55,10.51,191,214,51,29,175.86,7,0,10.0,2,5,2,20,193,3,5
24,0,12,108,2,12.0,10.56,190,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
28,0,13,107,2,12.92,10.43,186,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
28,0,14,106,2,12.0,10.53,186,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
29,0,15,105,2,11.6,10.57,185,214,12,7,171.43,1,0,11.75,1,6,2,20,193,3,5
30,1,16,104,2,11.25,10.62,184,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
34,1,17,103,2,12.0,10.49,180,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
35,1,18,102,3,11.67,10.53,179,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
39,1,19,101,3,12.32,10.4,175,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
39,1,20,100,3,11.7,10.5,175,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
40,1,21,99,3,11.43,10.55,174,214,51,29,175.86,7,0,12.25,1,6,2,20,193,3,5
40,1,22,98,3,10.91,10.65,174,214,51,29,175.86,7,0,12.25,1,6,2,20,193,3,5
41,1,23,97,3,10.7,10.7,173,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
45,1,24,96,4,11.25,10.56,169,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
49,1,25,95,4,11.76,10.42,165,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
49,1,26,94,4,11.31,10.53,165,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
51,1,27,93,4,11.33,10.52,163,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
55,1,28,92,4,11.79,10.37,159,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
57,1,29,91,4,11.79,10.35,157,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
59,1,30,90,5,11.8,10.33,155,214,40,19,210.53,5,1,11.5,1,5,2,20,193,3,5
60,1,31,89,5,11.61,10.38,154,214,51,29,175.86,7,0,11.5,1,5,2,20,193,3,5
60,1,32,88,5,11.25,10.5,154,214,51,29,175.86,7,0,11.5,1,5,2,20,193,3,5
60,1,33,87,5,10.91,10.62,154,214,51,29,175.86,7,0,11.5,1,5,2,20,193,3,5
63,1,34,86,5,11.12,10.53,151,214,40,19,210.53,5,1,11.5,1,5,2,20,193,3,5
65,1,35,85,5,11.14,10.52,149,214,40,19,210.53,5,1,11.5,1,5,2,20,193,3,5
65,1,36,84,6,10.83,10.64,149,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
69,1,37,83,6,11.19,10.48,145,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
69,1,38,82,6,10.89,10.61,145,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
69,1,39,81,6,10.62,10.74,145,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
70,1,40,80,6,10.5,10.8,144,214,40,19,210.53,5,1,10.5,0,6,2,20,193,3,5
71,1,41,79,6,10.39,10.86,143,214,51,29,175.86,7,0,10.5,0,6,2,20,193,3,5
75,1,42,78,7,10.71,10.69,139,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
76,1,43,77,7,10.6,10.75,138,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
77,1,44,76,7,10.5,10.82,137,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
78,1,45,75,7,10.4,10.88,136,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
82,1,46,74,7,10.7,10.7,132,214,51,29,175.86,7,0,11.75,1,6,2,20,193,3,5
83,1,47,73,7,10.6,10.77,131,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
83,1,48,72,8,10.38,10.92,131,214,51,29,175.86,7,0,12.25,1,6,2,20,193,3,5
83,2,49,71,8,10.16,11.07,131,214,19,7,271.43,3,1,12.25,1,6,2,20,193,3,5
88,2,50,70,8,10.56,10.8,126,214,19,7,271.43,3,1,12.25,1,6,2,20,193,3,5
89,2,51,69,8,10.47,10.87,125,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
91,2,52,68,8,10.5,10.85,123,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
93,2,53,67,8,10.53,10.84,121,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
98,2,53,67,8,11.09,10.39,116,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
104,2,54,66,9,11.56,10.0,110,214,19,7,271.43,3,1,11.5,1,5,2,20,193,3,5
108,2,55,65,9,11.78,9.78,106,214,19,7,271.43,3,1,11.5,1,5,2,20,193,3,5
108,2,56,64,9,11.57,9.94,106,214,19,7,271.43,3,1,11.5,1,5,2,20,193,3,5
115,2,57,63,9,12.11,9.43,99,214,19,7,271.43,3,1,11.5,1,5,2,20,193,3,5
119,2,58,62,9,12.31,9.19,95,214,19,7,271.43,3,1,11.5,1,5,2,20,193,3,5
119,3,59,61,9,12.1,9.34,95,214,24,15,160.0,1,2,11.5,1,5,2,20,193,3,5
120,3,60,60,10,12.0,9.4,94,214,24,15,160.0,1,2,0.0,0,0,2,20,193,3,5
122,3,60,60,10,12.2,9.2,92,214,24,15,160.0,1,2,12.25,1,6,2,20,193,3,5
123,3,61,59,10,12.1,9.25,91,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
124,3,61,59,10,12.2,9.15,90,214,40,19,210.53,5,1,12.25,1,6,2,20,193,3,5
125,3,62,58,10,12.1,9.21,89,214,24,15,160.0,1,2,12.25,1,6,2,20,193,3,5
125,3,63,57,10,11.9,9.37,89,214,24,15,160.0,1,2,12.25,1,6,2,20,193,3,5
127,3,64,56,10,11.91,9.32,87,214,24,15,160.0,1,2,12.25,1,6,2,20,193,3,5
128,3,65,55,10,11.82,9.38,86,214,24,15,160.0,1,2,12.25,1,6,2,20,193,3,5
128,3,66,54,11,11.64,9.56,86,214,40,19,210.53,5,1,11.75,1,6,2,20,193,3,5
129,3,67,53,11,11.55,9.62,85,214,24,15,160.0,1,2,11.75,1,6,2,20,193,3,5
133,3,68,52,11,11.74,9.35,81,214,24,15,160.0,1,2,11.75,1,6,2,20,193,3,5
133,3,69,51,11,11.57,9.53,81,214,24,15,160.0,1,2,11.75,1,6,2,20,193,3,5
133,3,70,50,11,11.4,9.72,81,214,24,15,160.0,1,2,11.75,1,6,2,20,193,3,5
139,3,71,49,11,11.75,9.18,75,214,24,15,160.0,1,2,11.75,1,6,2,20,193,3,5
145,3,72,48,12,12.08,8.62,69,214,40,19,210.53,5,1,10.0,2,5,2,20,193,3,5
149,4,73,47,12,12.25,8.3,65,214,21,13,161.54,3,0,10.0,2,5,2,20,193,3,5
150,4,74,46,12,12.16,8.35,64,214,24,15,160.0,1,2,10.0,2,5,2,20,193,3,5
150,4,75,45,12,12.0,8.53,64,214,24,15,160.0,1,2,10.0,2,5,2,20,193,3,5
152,4,76,44,12,12.0,8.45,62,214,24,15,160.0,1,2,10.0,2,5,2,20,193,3,5
152,4,77,43,12,11.84,8.65,62,214,24,15,160.0,1,2,10.0,2,5,2,20,193,3,5
153,5,78,42,13,11.77,8.71,61,214,21,13,161.54,3,0,11.75,1,6,2,20,193,3,5
153,5,79,41,13,11.62,8.93,61,214,21,13,161.54,3,0,11.75,1,6,2,20,193,3,5
157,5,80,40,13,11.78,8.55,57,214,21,13,161.54,3,0,11.75,1,6,2,20,193,3,5
161,5,81,39,13,11.93,8.15,53,214,21,13,161.54,3,0,11.75,1,6,2,20,193,3,5
162,5,82,38,13,11.85,8.21,52,214,17,12,141.67,1,1,11.75,1,6,2,20,193,3,5
164,5,83,37,13,11.86,8.11,50,214,17,12,141.67,1,1,11.75,1,6,2,20,193,3,5
164,5,84,36,14,11.71,8.33,50,214,21,13,161.54,3,0,11.5,1,5,2,20,193,3,5
165,5,84,36,14,11.79,8.17,49,214,17,12,141.67,1,1,12.25,1,6,2,20,193,3,5
166,5,85,35,14,11.72,8.23,48,214,21,13,161.54,3,0,12.25,1,6,2,20,193,3,5
169,5,86,34,14,11.79,7.94,45,214,17,12,141.67,1,1,12.25,1,6,2,20,193,3,5
169,5,87,33,14,11.66,8.18,45,214,17,12,141.67,1,1,12.25,1,6,2,20,193,3,5
171,5,88,32,14,11.66,8.06,43,214,21,13,161.54,3,0,12.25,1,6,2,20,193,3,5
176,5,89,31,14,11.87,7.35,38,214,21,13,161.54,3,0,12.25,1,6,2,20,193,3,5
177,5,90,30,15,11.8,7.4,37,214,21,13,161.54,3,0,10.5,0,6,2,20,193,3,5
178,5,91,29,15,11.74,7.45,36,214,17,12,141.67,1,1,10.5,0,6,2,20,193,3,5
179,5,92,28,15,11.67,7.5,35,214,21,13,161.54,3,0,10.5,0,6,2,20,193,3,5
179,5,93,27,15,11.55,7.78,35,214,21,13,161.54,3,0,10.5,0,6,2,20,193,3,5
179,5,94,26,15,11.43,8.08,35,214,21,13,161.54,3,0,10.5,0,6,2,20,193,3,5
180,5,95,25,15,11.37,8.16,34,214,17,12,141.67,1,1,10.5,0,6,2,20,193,3,5
181,5,96,24,16,11.31,8.25,33,214,17,12,141.67,1,1,10.0,2,5,2,20,193,3,5
182,5,97,23,16,11.26,8.35,32,214,21,13,161.54,3,0,10.0,2,5,2,20,193,3,5
183,5,98,22,16,11.2,8.45,31,214,17,12,141.67,1,1,10.0,2,5,2,20,193,3,5
187,5,99,21,16,11.33,7.71,27,214,17,12,141.67,1,1,10.0,2,5,2,20,193,3,5
187,5,100,20,16,11.22,8.1,27,214,17,12,141.67,1,1,10.0,2,5,2,20,193,3,5
193,5,101,19,16,11.47,6.63,21,214,17,12,141.67,1,1,10.0,2,5,2,20,193,3,5
12,2,6,114,1,12.0,0.0,0,0,14,5,280.0,2,0,10.0,1,4,1,20,128,4,2
14,2,7,113,1,12.0,0.0,0,0,14,5,280.0,2,0,10.0,1,4,1,20,128,4,2
18,2,8,112,1,13.5,0.0,0,0,14,5,280.0,2,0,10.0,1,4,1,20,128,4,2
22,3,9,111,1,14.67,0.0,0,0,28,22,127.27,1,1,10.0,1,4,1,20,128,4,2
22,3,10,110,1,13.2,0.0,0,0,28,22,127.27,1,1,10.0,1,4,1,20,128,4,2
23,3,11,109,1,12.55,0.0,0,0,53,39,135.9,6,1,10.0,1,4,1,20,128,4,2
23,3,12,108,2,11.5,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
23,3,13,107,2,10.62,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
24,3,14,106,2,10.29,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
24,3,15,105,2,9.6,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
24,3,16,104,2,9.0,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
25,3,17,103,2,8.82,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
26,3,18,102,3,8.67,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
26,3,19,101,3,8.21,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
32,3,20,100,3,9.6,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
35,3,20,100,3,10.5,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
35,3,21,99,3,10.0,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
37,3,22,98,3,10.09,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
37,3,23,97,3,9.65,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
37,3,24,96,4,9.25,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
39,3,25,95,4,9.36,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
41,3,26,94,4,9.46,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
45,3,27,93,4,10.0,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
48,3,28,92,4,10.29,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
52,3,29,91,4,10.76,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
52,3,30,90,5,10.4,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
53,3,31,89,5,10.26,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
54,3,32,88,5,10.12,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
54,3,33,87,5,9.82,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
56,3,34,86,5,9.88,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
60,3,35,85,5,10.29,0.0,0,0,28,22,127.27,1,1,7.5,0,9,1,20,128,4,2
63,3,36,84,6,10.5,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
64,3,37,83,6,10.38,0.0,0,0,53,39,135.9,6,1,7.0,0,7,1,20,128,4,2
65,3,38,82,6,10.26,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
65,3,39,81,6,10.0,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
65,3,40,80,6,9.75,0.0,0,0,28,22,127.27,1,1,7.0,0,7,1,20,128,4,2
66,3,41,79,6,9.66,0.0,0,0,53,39,135.9,6,1,7.0,0,7,1,20,128,4,2
66,3,42,78,7,9.43,0.0,0,0,28,22,127.27,1,1,13.0,0,2,1,20,128,4,2
69,3,42,78,7,9.86,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
75,3,43,77,7,10.47,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
76,3,43,77,7,10.6,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
77,3,44,76,7,10.5,0.0,0,0,28,22,127.27,1,1,10.0,3,10,1,20,128,4,2
77,3,45,75,7,10.27,0.0,0,0,28,22,127.27,1,1,10.0,3,10,1,20,128,4,2
78,4,46,74,7,10.17,0.0,0,0,23,16,143.75,1,0,10.0,3,10,1,20,128,4,2
78,4,47,73,7,9.96,0.0,0,0,23,16,143.75,1,0,10.0,3,10,1,20,128,4,2
81,4,48,72,8,10.12,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
83,4,49,71,8,10.16,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
84,4,50,70,8,10.08,0.0,0,0,23,16,143.75,1,0,7.5,0,9,1,20,128,4,2
85,4,51,69,8,10.0,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
89,4,52,68,8,10.27,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
89,4,53,67,8,10.08,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
93,4,54,66,9,10.33,0.0,0,0,23,16,143.75,1,0,10.0,3,10,1,20,128,4,2
94,4,55,65,9,10.25,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
94,4,56,64,9,10.07,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
94,4,57,63,9,9.89,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
94,4,58,62,9,9.72,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
94,4,59,61,9,9.56,0.0,0,0,53,39,135.9,6,1,10.0,3,10,1,20,128,4,2
94,4,60,60,10,9.4,0.0,0,0,23,16,143.75,1,0,10.0,1,4,1,20,128,4,2
96,4,61,59,10,9.44,0.0,0,0,23,16,143.75,1,0,10.0,1,4,1,20,128,4,2
96,4,62,58,10,9.29,0.0,0,0,23,16,143.75,1,0,10.0,1,4,1,20,128,4,2
98,4,63,57,10,9.33,0.0,0,0,23,16,143.75,1,0,10.0,1,4,1,20,128,4,2
102,4,64,56,10,9.56,0.0,0,0,23,16,143.75,1,0,10.0,1,4,1,20,128,4,2
103,4,65,55,10,9.51,0.0,0,0,53,39,135.9,6,1,10.0,1,4,1,20,128,4,2
103,4,66,54,11,9.36,0.0,0,0,23,16,143.75,1,0,11.0,0,2,1,20,128,4,2
106,4,67,53,11,9.49,0.0,0,0,53,39,135.9,6,1,11.0,0,2,1,20,128,4,2
108,4,67,53,11,9.67,0.0,0,0,23,16,143.75,1,0,11.0,0,2,1,20,128,4,2
110,4,68,52,11,9.71,0.0,0,0,23,16,143.75,1,0,11.0,0,2,1,20,128,4,2
113,4,69,51,11,9.83,0.0,0,0,53,39,135.9,6,1,11.0,0,2,1,20,128,4,2
113,4,70,50,11,9.69,0.0,0,0,53,39,135.9,6,1,11.0,0,2,1,20,128,4,2
113,4,71,49,11,9.55,0.0,0,0,53,39,135.9,6,1,11.0,0,2,1,20,128,4,2
114,4,72,48,12,9.5,0.0,0,0,53,39,135.9,6,1,13.0,0,2,1,20,128,4,2
116,4,73,47,12,9.53,0.0,0,0,53,39,135.9,6,1,13.0,0,2,1,20,128,4,2
120,4,74,46,12,9.73,0.0,0,0,53,39,135.9,6,1,13.0,0,2,1,20,128,4,2
123,4,75,45,12,9.84,0.0,0,0,23,16,143.75,1,0,13.0,0,2,1,20,128,4,2
123,4,76,44,12,9.71,0.0,0,0,23,16,143.75,1,0,13.0,0,2,1,20,128,4,2
123,4,77,43,12,9.58,0.0,0,0,23,16,143.75,1,0,13.0,0,2,1,20,128,4,2
124,4,78,42,13,9.54,0.0,0,0,23,16,143.75,1,0,7.5,0,9,1,20,128,4,2
125,4,79,41,13,9.49,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
125,4,80,40,13,9.38,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
128,4,81,39,13,9.48,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
128,4,82,38,13,9.37,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
128,4,83,37,13,9.25,0.0,0,0,53,39,135.9,6,1,7.5,0,9,1,20,128,4,2
12,0,6,114,1,12.0,6.16,117,129,29,17,170.59,5,0,7.0,0,11,2,20,129,4,5
12,0,7,113,1,10.29,6.21,117,129,29,17,170.59,5,0,7.0,0,11,2,20,129,4,5
12,0,8,112,1,9.0,6.27,117,129,29,17,170.59,5,0,7.0,0,11,2,20,129,4,5
13,0,9,111,1,8.67,6.27,116,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
15,0,10,110,1,9.0,6.22,114,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
15,0,11,109,1,8.18,6.28,114,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
16,0,12,108,2,8.0,6.28,113,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
20,0,13,107,2,9.23,6.11,109,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
20,0,14,106,2,8.57,6.17,109,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
20,0,15,105,2,8.0,6.23,109,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
24,0,16,104,2,9.0,6.06,105,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
29,0,17,103,2,10.24,5.83,100,129,29,17,170.59,5,0,9.67,2,7,2,20,129,4,5
29,0,18,102,3,9.67,5.88,100,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
31,0,19,101,3,9.79,5.82,98,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
33,0,20,100,3,9.9,5.76,96,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
33,0,21,99,3,9.43,5.82,96,129,14,11,127.27,1,0,7.0,0,11,2,20,129,4,5
34,0,22,98,3,9.27,5.82,95,129,29,17,170.59,5,0,7.0,0,11,2,20,129,4,5
38,0,23,97,3,9.91,5.63,91,129,29,17,170.59,5,0,7.0,0,11,2,20,129,4,5
39,0,24,96,4,9.75,5.62,90,129,29,17,170.59,5,0,13.0,2,3,2,20,129,4,5
43,0,25,95,4,10.32,5.43,86,129,29,17,170.59,5,0,13.0,2,3,2,20,129,4,5
44,0,25,95,4,10.56,5.37,85,129,29,17,170.59,5,0,13.0,2,3,2,20,129,4,5
44,0,26,94,4,10.15,5.43,85,129,29,17,170.59,5,0,13.0,2,3,2,20,129,4,5
44,1,27,93,4,9.78,5.48,85,129,9,10,90.0,0,0,13.0,2,3,2,20,129,4,5
48,1,28,92,4,10.29,5.28,81,129,14,11,127.27,1,0,13.0,2,3,2,20,129,4,5
52,2,29,91,4,10.76,5.08,77,129,20,13,153.85,1,1,13.0,2,3,2,20,129,4,5
52,2,30,90,5,10.4,5.13,77,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
53,2,31,89,5,10.26,5.12,76,129,20,13,153.85,1,1,9.67,2,7,2,20,129,4,5
55,2,32,88,5,10.31,5.05,74,129,20,13,153.85,1,1,9.67,2,7,2,20,129,4,5
59,2,33,87,5,10.73,4.83,70,129,20,13,153.85,1,1,9.67,2,7,2,20,129,4,5
59,2,34,86,5,10.41,4.88,70,129,20,13,153.85,1,1,9.67,2,7,2,20,129,4,5
60,2,35,85,5,10.29,4.87,69,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
61,2,36,84,6,10.17,4.86,68,129,9,10,90.0,0,0,7.0,0,11,2,20,129,4,5
61,2,37,83,6,9.89,4.92,68,129,9,10,90.0,0,0,7.0,0,11,2,20,129,4,5
61,2,38,82,6,9.63,4.98,68,129,9,10,90.0,0,0,7.0,0,11,2,20,129,4,5
63,2,39,81,6,9.69,4.89,66,129,20,13,153.85,1,1,7.0,0,11,2,20,129,4,5
69,2,40,80,6,10.35,4.5,60,129,20,13,153.85,1,1,7.0,0,11,2,20,129,4,5
69,2,41,79,6,10.1,4.56,60,129,20,13,153.85,1,1,7.0,0,11,2,20,129,4,5
72,2,42,78,7,10.29,4.38,57,129,20,13,153.85,1,1,9.67,2,7,2,20,129,4,5
73,2,43,77,7,10.19,4.36,56,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
73,2,44,76,7,9.95,4.42,56,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
73,2,45,75,7,9.73,4.48,56,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
73,2,46,74,7,9.52,4.54,56,129,9,10,90.0,0,0,9.67,2,7,2,20,129,4,5
76,3,47,73,7,9.7,4.36,53,129,3,1,300.0,0,0,9.67,2,7,2,20,129,4,5
79,4,48,72,8,9.88,4.17,50,129,20,13,153.85,1,1,7.0,0,11,2,20,129,4,5
79,4,49,71,8,9.67,4.23,50,129,20,13,153.85,1,1,7.0,0,11,2,20,129,4,5
80,4,50,70,8,9.6,4.2,49,129,18,11,163.64,0,1,7.0,0,11,2,20,129,4,5
80,4,51,69,8,9.41,4.26,49,129,18,11,163.64,0,1,7.0,0,11,2,20,129,4,5
80,4,52,68,8,9.23,4.32,49,129,18,11,163.64,0,1,7.0,0,11,2,20,129,4,5
80,4,53,67,8,9.06,4.39,49,129,18,11,163.64,0,1,7.0,0,11,2,20,129,4,5
82,4,54,66,9,9.11,4.27,47,129,20,13,153.85,1,1,11.9,1,4,2,20,129,4,5
84,4,55,65,9,9.16,4.15,45,129,20,13,153.85,1,1,11.9,1,4,2,20,129,4,5
84,5,56,64,9,9.0,4.22,45,129,28,16,175.0,3,1,11.9,1,4,2,20,129,4,5
84,5,57,63,9,8.84,4.29,45,129,28,16,175.0,3,1,11.9,1,4,2,20,129,4,5
87,5,58,62,9,9.0,4.06,42,129,18,11,163.64,0,1,11.9,1,4,2,20,129,4,5
90,5,59,61,9,9.15,3.84,39,129,28,16,175.0,3,1,11.9,1,4,2,20,129,4,5
90,5,60,60,10,9.0,3.9,39,129,18,11,163.64,0,1,11.0,0,4,2,20,129,4,5
91,5,61,59,10,8.95,3.86,38,129,28,16,175.0,3,1,11.0,0,4,2,20,129,4,5
94,5,62,58,10,9.1,3.62,35,129,18,11,163.64,0,1,11.0,0,4,2,20,129,4,5
